"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-10","7.83","1.34","0.0","0.0",,"71","60","  250","  230","19.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-11","9.62","0.10","0.0","0.0",,"70","61","  100","   70","16.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-12","3.80","0.00","0.0","0.0",,"80","62","  220","  230","12.1","13.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-13","8.72","0.00","0.0","0.0",,"81","64","  320","  320","19.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-14","4.47","0.00","0.0","0.0",,"81","64","   80","   80","14.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-15","6.71","0.00","0.0","0.0",,"89","64","  160","  150","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-16","9.62","0.65","0.0","0.0",,"92","69","   30","   20","31.1","45.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-17","10.74","0.00","0.0","0.0",,"93","78","  210","  200","21.9","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-18","12.75","0.36","0.0","0.0",,"95","66","  360","  240","28.0","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-19","8.50","0.02","0.0","0.0",,"81","63","  340","   10","18.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-20","8.05","0.00","0.0","0.0",,"77","65","   40","   50","17.0","19.9"
